sci_job_id;project_id;sum
4;182;1680,68
5;182;4014,4
6;182;1056,41
1;183;3286,95
2;183;4780,1
3;183;3774,65
4;183;4354,88
5;183;1167,21
6;183;2691,39
1;184;3091,3
2;184;1009,26
3;184;4235,26
4;184;5559,56
5;184;1124,18
6;184;5485,32
1;185;3689,89
2;185;2083,41
3;185;3209,52
4;185;2464,55
5;185;4608,93
6;185;3026,13
1;186;3517,12
2;186;4478,63
3;186;5950,47
4;186;4253,66
5;186;1801,22
6;186;4314,84
1;187;3007,89
2;187;2139,69
3;187;4310,29
4;187;4258,94
5;187;5688,99
6;187;5457,05
1;188;4396,38
2;188;2562,42
3;188;5342,63
4;188;3202
5;188;3749,8
6;188;1172,83
1;189;4647,82
2;189;2083,78
3;189;1909,59
4;189;1355,48
5;189;1862,37
6;189;1510,64
1;190;2172,11
2;190;1503,66
3;190;4391,34
4;190;2013,19
5;190;1019,74
6;190;3246,67
1;191;5243,02
2;191;4400,47
3;191;4065,14
4;191;3162,4
5;191;2021,72
6;191;1653,23
1;192;4058,3
2;192;3174,02
3;192;4719,71
4;192;1136,4
5;192;4032,06
6;192;2868,33
1;193;3325,37
2;193;1211,53
3;193;1758,88
4;193;5190,64
5;193;3686,03
6;193;3087,6
1;194;1472,46
2;194;1623,7
3;194;2569,39
4;194;5816,11
5;194;3695,12
6;194;1020,18
1;195;4527,44
2;195;5927,64
3;195;5180,17
4;195;5020,61
5;195;5048,66
6;195;1129,05
1;196;4280,15
2;196;5227,82
3;196;1604,58
4;196;4420,95
5;196;4549,27
6;196;4733,72
1;197;2854,91
2;197;4881,87
3;197;2237,29
4;197;2870,42
5;197;5814,07
6;197;4833,74
1;198;1889,86
2;198;4596,48
3;198;1286,14
4;198;3742,03
5;198;5663,11
6;198;1879,84
1;199;1386,41
2;199;1300,87
3;199;5856,06
4;199;3410,25
5;199;3868,25
6;199;5827,08
1;200;1381,51
2;200;5266,32
3;200;1077,92
4;200;5523,01
5;200;2852,87
6;200;3214,4
1;201;4634,75
2;201;5076,33
3;201;5503,39
4;201;4347
5;201;2356,73
6;201;3751,09
1;202;2483,91
2;202;3404,61
3;202;2561,6
4;202;5282,42
5;202;4211,67
6;202;1479,22
1;203;3345,32
2;203;5049,76
3;203;2249,82
4;203;1118,2
5;203;4388,34
6;203;3325,34
1;204;4569,59
2;204;3935,7
3;204;1653,73
4;204;3757,45
5;204;4281,81
6;204;3045,2
1;205;3597,28
2;205;4520,62
3;205;5630,39
4;205;5678,84
5;205;3257,11
6;205;2455,43
1;206;3330,93
2;206;5849,9
3;206;4161,08
4;206;4993,98
5;206;2030,12
6;206;3698,06
1;207;3807,14
2;207;5682,15
3;207;3793,71
4;207;4938,37
5;207;2947,66
6;207;2563,34
1;208;4402,26
2;208;2490,59
3;208;2513,64
4;208;2340,02
5;208;2591,51
6;208;5232,87
1;209;3569,57
2;209;4884,56
3;209;5507,09
4;209;4419,05
5;209;5875,31
6;209;3839,75
1;210;2170,19
2;210;3965,09
3;210;4845,49
4;210;1094,68
5;210;5376,25
6;210;4453,87
1;211;3253,72
2;211;1846,06
3;211;1230,34
4;211;4481,64
5;211;5176,04
6;211;4688,83
1;212;3612,2
2;212;1435,39
3;212;4231,74
4;212;5244,27
5;212;1942,13
6;212;5308,47
1;213;5501,29
2;213;4536,96
3;213;4903,89
4;213;2707,89
5;213;5381,95
6;213;4734,88
1;214;5078,91
2;214;5620,45
3;214;4139,06
4;214;4526,42
5;214;5456,23
6;214;2566,95
1;215;2673,18
2;215;1054,51
3;215;5612,47
4;215;3929
5;215;3586,84
6;215;5065,34
1;216;4616,45
2;216;3557,56
3;216;4582,92
4;216;2124,42
5;216;1838,94
6;216;5451,05
1;217;1277,37
2;217;2626,89
3;217;3462,05
4;217;3333,92
5;217;3117,59
6;217;4836,25
1;218;5162,47
2;218;3644,13
3;218;4608,63
4;218;4288,76
5;218;3198,99
6;218;2539,43
1;219;2690,46
2;219;4652,87
3;219;3532,83
4;219;3714,24
5;219;2973,51
6;219;4377,59
1;220;2685,22
2;220;2493,28
3;220;3906,7
4;220;2222,66
5;220;4802,09
6;220;1526,25
1;221;5160,26
2;221;3603,43
3;221;3138,39
4;221;3567,2
5;221;3595,4
6;221;1952,28
1;222;5605,44
2;222;2967,32
3;222;4746,82
4;222;5910,98
5;222;3397,26
6;222;2716,18
1;223;1725,96
2;223;5121,42
3;223;5667,4
4;223;4517,05
5;223;2292,24
6;223;3968,74
1;224;4825,47
2;224;4199,71
3;224;4753,23
4;224;1953,63
5;224;1603,64
6;224;4775,02
1;225;5313,58
2;225;5132,32
3;225;2793,24
4;225;1353,95
5;225;1558,89
6;225;2839,09
1;226;5649,03
2;226;3476,92
3;226;2279,91
4;226;4092,72
5;226;2712,96
6;226;1129,85
1;227;1649,9
2;227;3388,96
3;227;3248,55
4;227;1691,55
5;227;5911,54
6;227;5553,46
1;228;1816,97
2;228;5951,65
3;228;1661,14
4;228;3679,27
5;228;3892,71
6;228;1168,8
1;229;2923,77
2;229;2369,21
3;229;1040,35
4;229;3877,83
5;229;5413,86
6;229;4986,09
1;230;1159,57
2;230;5639,06
3;230;3095,32
4;230;4982,48
5;230;1086,3
6;230;1141,83
1;231;2019,43
2;231;1389,44
3;231;5944,02
4;231;4715,64
5;231;2261,74
6;231;3584,12
1;232;1950,48
2;232;1885,08
3;232;5188,56
4;232;4597,17
5;232;5819,06
6;232;5788,51
1;233;1119,24
2;233;3255,96
3;233;4761,24
4;233;3095,5
5;233;2159,04
6;233;1749,31
1;234;1812,03
2;234;2768,34
3;234;2367,06
4;234;3265,26
5;234;1288,61
6;234;2748,82
1;235;2967,83
2;235;4862,57
3;235;3214,93
4;235;1020,28
5;235;3520,64
6;235;2876,39
1;236;5585,88
2;236;4763,44
3;236;3129,02
4;236;4082,1
5;236;3139,9
6;236;5880,24
1;237;4579,68
2;237;4703,91
3;237;5382,92
4;237;5145,39
5;237;4547,59
6;237;1515,79
1;238;3139,47
2;238;2165,07
3;238;1245,65
4;238;1782,36
5;238;3809,37
6;238;1412,84
1;239;1951,02
2;239;5504,54
3;239;4650,28
4;239;5341,9
5;239;4357,1
6;239;2947,63
1;240;3850,33
2;240;3007,38
3;240;5754,63
4;240;4308,7
5;240;3242,54
6;240;5687,45
1;241;1660,87
2;241;2151,56
3;241;5913,6
4;241;2950,03
5;241;2166,61
6;241;2441,39
1;242;5497,86
2;242;1473,18
3;242;3177,38
4;242;4709,38
5;242;5415,05
6;242;4513,88
1;243;1529,62
2;243;2679,4
3;243;1730,38
4;243;5533,2
5;243;1980,74
6;243;4893,44
1;244;2981,74
2;244;2347,51
3;244;5818,93
4;244;5910,77
5;244;5856,92
6;244;2064,38
1;245;1053,8
2;245;5346,85
3;245;2364,93
4;245;2775,32
5;245;2636,83
6;245;5963,42
1;246;1255,46
2;246;3606,88
3;246;2449,83
4;246;5812,84
5;246;2010,76
6;246;2842,41
1;247;5010,08
2;247;2945,31
3;247;5540,61
4;247;3127,73
5;247;2051,37
6;247;1182,76
1;248;5641,86
2;248;2141,57
3;248;1612,74
4;248;5392,88
5;248;2967,99
6;248;5874,41
1;249;1069,57
2;249;2014,05
3;249;3100,6
4;249;2285,52
5;249;3345,05
6;249;4915,4
1;250;2155,1
2;250;3262,65
3;250;5899,46
4;250;1411,4
5;250;1017,02
6;250;3462,77
1;251;1778,49
2;251;3250,96
3;251;4696,83
4;251;1925,91
5;251;5209,74
6;251;2377,97
1;252;3757,08
2;252;3677,64
3;252;2042,12
4;252;5471,15
5;252;5912,33
6;252;4912,97
1;253;1678,96
2;253;1267,45
3;253;2509,31
4;253;2592,47
5;253;4511,32
6;253;4357,67
1;254;3049,63
2;254;3151,47
3;254;1423,98
4;254;3560,09
5;254;2555,27
6;254;1449,58
1;255;1906,65
2;255;4755,81
3;255;5485,26
4;255;4673,37
5;255;2347,75
6;255;5796,73
1;256;4045,88
2;256;2441,3
3;256;5156,95
4;256;4982,15
5;256;5177,49
6;256;3474,64
1;257;4026,11
2;257;4763,99
3;257;5670,03
4;257;4246,45
5;257;2031,1
6;257;1392,1
1;258;3375,01
2;258;5043,65
3;258;4837,02
4;258;3028,5
5;258;4081,07
6;258;1163,54
1;259;2589,97
2;259;4891,68
3;259;4742,09
4;259;3046,22
5;259;1806,29
6;259;1494,27
1;260;5151,76
2;260;3055,89
3;260;2069,58
4;260;2334,1
5;260;1555
6;260;2949,94
1;261;2117,58
2;261;1528,89
3;261;1932,33
4;261;5659,28
5;261;5798,34
6;261;5493,39
