id;employee_id;begin_date;end_date;sum
55;4223;20.12.2017;06.01.2018;1659,01
56;1810;23.07.2011;29.07.2011;6,23
57;2495;25.07.2018;28.07.2018;4548,97
58;9908;15.10.2020;02.11.2020;4083,43
59;1094;05.07.2009;24.07.2009;3342,84
60;3316;13.10.2019;01.11.2019;2292,43
61;6986;21.11.2011;24.11.2011;4783,96
62;6232;01.01.2008;13.01.2008;401,7
63;621;09.06.2003;19.06.2003;1085,71
64;5231;29.03.2020;05.04.2020;4746,72
65;2657;29.03.2007;10.04.2007;514,16
66;7082;10.09.2017;18.09.2017;1057,7
67;5225;27.02.2020;15.03.2020;1861,78
68;606;22.08.2021;23.08.2021;1900,12
69;4563;22.07.2005;04.08.2005;1464,43
70;3183;14.09.2011;25.09.2011;192,35
71;8022;16.10.2016;21.10.2016;2643,76
72;2859;03.04.2010;17.04.2010;390,36
73;9034;21.03.2020;24.03.2020;4714,89
74;2645;28.08.2019;03.09.2019;2159,42
75;728;23.02.2017;09.03.2017;3104,95
76;5608;12.03.2011;19.03.2011;3531,14
77;1677;22.06.2012;25.06.2012;3906,92
78;7214;17.07.2022;30.07.2022;3744,64
79;8440;09.07.2008;20.07.2008;4365,2
80;9658;05.11.2021;13.11.2021;2662,54
81;2397;05.01.2013;14.01.2013;1857,3
82;1239;18.06.2011;01.07.2011;2188,85
83;2406;12.03.2016;16.03.2016;1841,79
84;8184;15.09.2006;27.09.2006;4117,91
85;9608;06.07.2009;13.07.2009;2215
86;2909;09.07.2011;12.07.2011;1590,29
87;2347;15.08.2009;26.08.2009;3839,8
88;5669;27.05.2010;01.06.2010;4121,46
89;1299;16.10.2006;21.10.2006;750,5
90;2480;15.01.2004;25.01.2004;2230,32
91;9811;08.11.2006;15.11.2006;3283,77
92;1712;12.10.2013;19.10.2013;206,89
93;9995;17.06.2022;23.06.2022;4762,39
94;3996;08.03.2023;17.03.2023;2869,39
95;4530;16.08.2013;31.08.2013;3772,36
96;9582;06.08.2017;07.08.2017;422,77
97;1162;20.07.2008;24.07.2008;756,47
98;6437;26.11.2011;27.11.2011;1347,29
99;1680;24.05.2003;01.06.2003;4103,66
100;4597;27.06.2003;10.07.2003;4205,77
101;8450;07.09.2010;12.09.2010;92,9
102;3088;24.05.2011;05.06.2011;593,12
103;1603;22.09.2021;07.10.2021;256,83
104;8587;24.01.2014;05.02.2014;2195,93
105;5795;03.09.2005;07.09.2005;1593,16
106;2518;07.10.2013;20.10.2013;4986,56
107;4133;05.05.2004;12.05.2004;3213,37
108;846;07.01.2007;14.01.2007;3396,96
109;3418;10.09.2020;26.09.2020;2967,32
110;3531;25.09.2014;05.10.2014;4375,85
111;3274;08.04.2012;28.04.2012;3159,35
112;9698;12.03.2004;21.03.2004;2960,08
113;9376;30.03.2016;03.04.2016;4171,05
114;8052;29.06.2014;14.07.2014;2739,79
115;2591;15.04.2018;27.04.2018;742,44
116;9244;15.09.2013;22.09.2013;1818,87
117;6757;06.05.2005;24.05.2005;4226,48
118;3776;07.01.2015;15.01.2015;1753,67
119;2827;18.12.2016;30.12.2016;3971,09
120;3964;14.03.2013;18.03.2013;4484,13
121;6933;29.06.2020;04.07.2020;3042,61
122;5825;15.03.2015;17.03.2015;388,64
123;782;26.02.2008;03.03.2008;2445,09
124;5194;28.09.2009;06.10.2009;2403,61
125;6758;09.04.2011;20.04.2011;3504,88
126;1534;22.08.2022;23.08.2022;260,45
127;4545;12.07.2010;23.07.2010;2119,54
128;5497;10.07.2008;24.07.2008;4276,48
129;304;03.11.2021;21.11.2021;1268,52
130;8786;31.10.2015;01.11.2015;36,91
131;5924;16.12.2008;03.01.2009;2544,42
132;6345;14.09.2004;17.09.2004;637,06
133;1202;09.05.2004;26.05.2004;1080,91
134;8694;22.11.2010;25.11.2010;1513,66
135;8573;18.08.2006;23.08.2006;3012,01
136;4675;01.09.2010;13.09.2010;1473,86
137;5807;14.07.2008;02.08.2008;3420,01
138;1606;08.10.2009;13.10.2009;1539,72
139;5105;06.12.2014;18.12.2014;1100,99
140;860;30.12.2016;06.01.2017;2942,51
141;7519;14.07.2004;24.07.2004;3349,72
142;277;07.09.2007;17.09.2007;4073,15
143;8582;17.08.2019;28.08.2019;4662,81
144;258;19.12.2021;21.12.2021;3659,02
145;583;10.01.2008;22.01.2008;2293,25
146;795;28.06.2015;04.07.2015;1280,49
147;1150;10.01.2020;14.01.2020;963,21
148;3422;28.11.2006;18.12.2006;4704,18
149;9147;22.04.2019;02.05.2019;2980,28
150;7258;15.01.2003;17.01.2003;3480,9
151;2156;20.03.2019;29.03.2019;4631,89
152;7443;02.05.2021;12.05.2021;1567,47
153;5861;14.11.2022;30.11.2022;566,23
154;4169;17.09.2007;20.09.2007;2661,84
155;3685;19.09.2021;01.10.2021;42,02
156;3332;12.09.2014;17.09.2014;96,96
157;4700;29.02.2004;05.03.2004;819,2
158;167;08.12.2022;24.12.2022;869,85
159;6356;06.05.2012;09.05.2012;2431,79
160;305;18.11.2021;03.12.2021;401,06
161;8791;11.09.2018;12.09.2018;3169,66
162;4247;25.11.2008;08.12.2008;1266,43
163;3138;21.03.2019;23.03.2019;4945,86
164;1197;14.01.2006;22.01.2006;3890,58
165;8603;02.11.2014;09.11.2014;3328,36
166;3658;28.05.2005;15.06.2005;1823,99
167;7479;09.03.2013;16.03.2013;1295,32
168;2180;17.01.2013;03.02.2013;2283,3
169;1619;08.11.2005;17.11.2005;4581,59
170;9828;07.11.2010;08.11.2010;1903,94
171;5456;15.01.2004;30.01.2004;3332,72
172;3926;08.04.2023;19.04.2023;2370,93
173;2954;14.06.2005;25.06.2005;1393,34
174;6900;29.08.2005;06.09.2005;1814,83
175;8801;24.01.2015;28.01.2015;1914,55
176;474;04.07.2009;24.07.2009;701,71
177;5540;13.06.2013;28.06.2013;3501,66
178;8904;26.12.2015;09.01.2016;1746,29
179;460;04.06.2007;08.06.2007;903,81
180;5960;31.12.2006;03.01.2007;2214,91
181;5987;06.05.2021;16.05.2021;154,57
182;2434;13.05.2011;14.05.2011;1021,89
183;8284;17.01.2004;06.02.2004;4055,89
184;104;30.01.2023;12.02.2023;1345,65
185;5715;08.12.2019;25.12.2019;2250,52
186;6958;01.01.2010;07.01.2010;1393,5
187;62;02.04.2022;11.04.2022;698,73
188;5691;08.05.2019;10.05.2019;913,55
189;5957;04.02.2007;18.02.2007;4970,24
190;5172;18.02.2008;19.02.2008;2647,76
191;268;21.06.2011;24.06.2011;2532,99
192;3291;07.07.2018;09.07.2018;27,15
193;8029;11.08.2006;21.08.2006;3467,4
194;2464;14.09.2010;24.09.2010;2046,23
195;6903;22.04.2004;01.05.2004;3851,01
196;238;13.05.2021;24.05.2021;4537,5
197;7528;14.08.2016;28.08.2016;4871,85
198;210;28.03.2019;07.04.2019;439,1
199;2596;16.05.2014;29.05.2014;4390,18
200;302;29.01.2007;04.02.2007;4992,23
201;6924;11.12.2015;19.12.2015;2582,21
202;3715;16.11.2004;28.11.2004;986,75
203;7602;07.11.2018;27.11.2018;1704,28
204;4637;12.05.2013;30.05.2013;980,93
205;8876;13.10.2019;02.11.2019;4866,15
206;8967;14.09.2006;27.09.2006;3722,07
207;2659;14.02.2014;20.02.2014;4972,38
208;2353;26.01.2020;04.02.2020;4859,38
209;6;10.03.2020;25.03.2020;1656,78
210;4447;27.03.2011;12.04.2011;309,52
211;5032;04.07.2019;07.07.2019;3718,1
212;7133;31.12.2008;07.01.2009;271,4
213;9673;31.03.2007;03.04.2007;1666,64
214;7789;04.01.2004;17.01.2004;435,89
215;9273;30.01.2007;11.02.2007;1714,51
216;5625;05.02.2005;12.02.2005;1781,1
217;8927;17.02.2013;25.02.2013;4988,13
218;3626;09.08.2014;16.08.2014;2035,67
219;2325;03.08.2021;05.08.2021;4707,1
220;5445;22.07.2021;29.07.2021;311,53
221;7970;20.08.2020;30.08.2020;4382,28
222;2670;06.04.2023;16.04.2023;219,29
223;5338;24.09.2014;14.10.2014;782,84
224;417;31.03.2010;10.04.2010;1022,26
225;6085;07.09.2004;16.09.2004;252,02
226;705;13.02.2004;17.02.2004;4932,76
227;6069;15.08.2008;18.08.2008;974,63
228;2567;10.03.2020;16.03.2020;1306,44
229;4595;03.02.2005;18.02.2005;4281,31
230;8942;26.07.2010;09.08.2010;1412,19
231;2554;04.03.2006;17.03.2006;4940,35
232;2101;21.04.2007;09.05.2007;1165,65
233;1185;02.06.2016;03.06.2016;2367,36
234;1989;24.12.2019;30.12.2019;4950,53
235;7230;19.09.2003;25.09.2003;1360,26
236;8781;31.10.2016;11.11.2016;4547,68
237;9344;26.09.2007;08.10.2007;241,72
238;4614;13.11.2019;03.12.2019;3333,48
239;1418;16.07.2007;31.07.2007;2557,45
240;5438;24.07.2005;04.08.2005;1722,21
241;331;08.07.2012;19.07.2012;3296,15
242;1928;20.10.2014;09.11.2014;1411,88
243;8040;05.10.2019;24.10.2019;4174,08
244;2058;23.06.2015;12.07.2015;2760,95
245;2637;30.01.2005;12.02.2005;4852,55
246;9377;18.03.2013;01.04.2013;29,62
247;7534;06.09.2020;21.09.2020;2258,99
248;7664;16.04.2023;22.04.2023;4684,28
249;8162;03.03.2013;19.03.2013;4687,62
250;589;26.01.2011;29.01.2011;283,86
251;1830;25.02.2003;03.03.2003;3831,11
252;8210;02.01.2021;13.01.2021;1254,95
253;7029;19.11.2014;09.12.2014;2793,24
254;4997;10.07.2007;14.07.2007;3351,82
255;7175;21.01.2023;23.01.2023;3052,25
256;8441;15.10.2021;31.10.2021;3914,72
257;5809;08.11.2013;22.11.2013;992,25
258;1019;18.12.2013;20.12.2013;3162,66
259;9329;21.02.2006;01.03.2006;2096,33
260;6006;27.09.2005;06.10.2005;440,69
261;1816;26.10.2014;28.10.2014;1852,34
262;5376;01.04.2019;08.04.2019;3484,34
263;1894;24.06.2005;28.06.2005;2444,21
264;6534;16.09.2006;03.10.2006;2025,52
265;4967;14.12.2008;21.12.2008;1118,23
266;3043;13.05.2009;15.05.2009;218,03
267;2116;02.06.2010;18.06.2010;3084,11
268;9044;10.06.2021;23.06.2021;4475,41
269;6494;27.11.2022;07.12.2022;1455,42
270;2212;14.06.2016;22.06.2016;3526,89
271;6580;29.10.2014;31.10.2014;296,55
272;617;21.07.2003;04.08.2003;1886,91
273;8452;12.05.2019;31.05.2019;1428,9
274;1587;14.12.2004;27.12.2004;1499,04
275;3488;03.03.2014;09.03.2014;605,21
276;2066;23.03.2014;30.03.2014;3211,03
277;7177;26.05.2008;06.06.2008;125,82
278;4826;25.04.2015;27.04.2015;3798,44
279;730;01.04.2020;04.04.2020;2671,59
280;8137;23.04.2013;10.05.2013;698,48
281;5658;18.04.2020;05.05.2020;2526,36
282;1435;14.04.2021;25.04.2021;996,11
283;7822;13.02.2022;26.02.2022;3163,61
284;3205;14.08.2004;24.08.2004;525,06
285;3148;24.03.2022;01.04.2022;1369,13
286;3498;26.08.2015;06.09.2015;4310,78
287;9023;27.07.2008;11.08.2008;306,29
288;9597;26.11.2009;11.12.2009;4505,07
289;1286;19.09.2021;01.10.2021;1928,45
290;2563;07.06.2020;17.06.2020;1939,19
291;8226;25.06.2019;13.07.2019;3043,68
292;4944;10.04.2020;30.04.2020;728,36
293;5346;18.08.2012;23.08.2012;3947,46
294;2510;02.05.2011;07.05.2011;3600,1
295;6599;26.04.2013;16.05.2013;1922,79
296;8916;20.07.2012;29.07.2012;4071,74
297;7131;05.01.2014;07.01.2014;1403,01
298;705;31.03.2004;07.04.2004;378,24
299;3112;13.06.2017;24.06.2017;4722,56
300;9677;31.12.2017;01.01.2018;197,56
301;5756;15.08.2013;22.08.2013;4523,18
302;6017;10.08.2003;12.08.2003;1640,32
303;7949;22.06.2019;12.07.2019;1447,22
304;2680;24.07.2003;27.07.2003;4474,83
305;8121;17.04.2018;23.04.2018;2131,22
306;6584;19.07.2017;24.07.2017;2876,05
307;4846;11.12.2010;19.12.2010;2268,97
308;5864;20.10.2003;05.11.2003;4272,38
309;2695;11.05.2014;31.05.2014;3705,73
310;2353;04.07.2012;23.07.2012;1309,16
311;9829;05.04.2014;18.04.2014;3405,67
312;1081;02.05.2017;10.05.2017;412,28
313;4175;23.08.2015;03.09.2015;2409,82
314;3654;18.03.2017;23.03.2017;3530,36
315;1986;16.09.2012;21.09.2012;4060,24
316;1152;28.09.2022;04.10.2022;2480,56
317;3564;26.10.2011;08.11.2011;341,55
318;838;07.02.2019;12.02.2019;510,81
319;8358;07.09.2019;18.09.2019;4904,64
320;4025;13.12.2020;22.12.2020;490,16
321;987;25.05.2017;30.05.2017;4578,14
322;7995;24.02.2009;06.03.2009;632,43
323;5906;28.11.2019;12.12.2019;255,57
324;9302;08.09.2022;28.09.2022;4931,18
325;5551;15.12.2015;19.12.2015;1983,6
326;6094;05.05.2015;07.05.2015;358,06
327;4290;28.07.2010;11.08.2010;3206,45
328;7941;16.05.2003;27.05.2003;2051,29
329;768;26.05.2015;11.06.2015;356,57
330;4007;30.03.2003;10.04.2003;4385,91
331;9110;22.05.2016;25.05.2016;3247,21
332;4707;03.07.2009;10.07.2009;2036,09
333;8201;23.12.2007;06.01.2008;651,53
334;4062;07.08.2017;19.08.2017;1486
335;8395;08.02.2008;17.02.2008;2669,94
336;9481;05.07.2015;15.07.2015;4372,8
337;2468;15.10.2016;02.11.2016;778,7
338;1832;15.02.2015;18.02.2015;3503,45
339;2117;13.02.2013;04.03.2013;4082,69
340;9892;13.12.2021;28.12.2021;4710,54
341;3790;10.04.2003;15.04.2003;2054,19
342;7815;02.12.2013;15.12.2013;4881,21
343;6731;04.01.2015;10.01.2015;2899,02
344;6908;11.09.2005;29.09.2005;904,8
345;9244;20.06.2004;22.06.2004;1711,53
346;6572;11.08.2016;30.08.2016;3972,85
347;2498;04.04.2016;12.04.2016;94,74
348;3870;08.05.2012;16.05.2012;2082,48
349;387;14.01.2016;18.01.2016;1395,01
350;787;16.07.2003;20.07.2003;499,55
351;9721;31.08.2019;09.09.2019;1208,39
352;5170;14.10.2010;03.11.2010;4867,01
353;6437;28.02.2014;13.03.2014;3823,19
354;5740;25.03.2010;14.04.2010;1686,17
355;6869;04.10.2018;11.10.2018;2568,84
356;2295;10.09.2009;26.09.2009;388,07
357;5871;23.10.2018;27.10.2018;3876,14
358;7768;04.07.2008;07.07.2008;737,91
359;9842;14.11.2011;17.11.2011;417,27
360;6271;14.12.2013;23.12.2013;69,54
361;4428;13.06.2010;21.06.2010;1929,18
362;6126;09.10.2011;28.10.2011;1126,37
363;6633;23.06.2020;03.07.2020;1139,41
364;8881;02.03.2020;13.03.2020;3663,74
365;7222;06.01.2017;21.01.2017;2912,63
366;68;03.02.2006;17.02.2006;4107,64
367;4296;07.11.2010;16.11.2010;1463,74
368;8611;27.05.2020;07.06.2020;2830,43
369;7150;21.03.2023;27.03.2023;404,61
370;1320;06.11.2009;23.11.2009;4056,57
371;4734;26.02.2007;03.03.2007;2872,12
372;9934;20.08.2004;27.08.2004;4438,9
373;1983;24.08.2003;29.08.2003;3876,63
374;1730;23.10.2020;29.10.2020;3183,12
375;4117;22.05.2013;10.06.2013;901,73
376;3478;05.01.2006;14.01.2006;2241,83
377;9740;21.10.2011;28.10.2011;4833,22
378;3677;18.06.2007;24.06.2007;1342,51
379;3862;26.05.2017;12.06.2017;3158,29
380;584;09.07.2016;28.07.2016;4932,74
381;1925;01.01.2013;09.01.2013;4456,7
382;6645;29.09.2017;08.10.2017;4711,23
383;2159;18.08.2005;02.09.2005;458
384;9884;03.12.2016;10.12.2016;1455,5
385;4057;21.02.2009;23.02.2009;642,58
386;106;13.02.2007;02.03.2007;4315,87
387;585;19.03.2023;04.04.2023;2106,21
388;7497;14.11.2012;20.11.2012;2413,89
389;4007;18.02.2016;20.02.2016;908,64
390;6974;21.04.2016;05.05.2016;1081,16
391;7805;19.11.2005;05.12.2005;1134,02
392;3204;18.08.2012;27.08.2012;3316,89
393;2299;28.07.2016;11.08.2016;2488,2
394;477;21.03.2008;27.03.2008;2658,65
395;7960;23.02.2023;27.02.2023;211,55
396;933;15.04.2011;18.04.2011;2281,29
397;5958;31.05.2004;11.06.2004;39,55
398;8477;16.12.2005;19.12.2005;4048,08
399;8694;28.03.2015;08.04.2015;3953,29
400;8814;17.01.2017;06.02.2017;261,15
401;5616;15.05.2005;28.05.2005;2705,89
402;8436;03.08.2004;23.08.2004;1638,18
403;9110;19.02.2014;02.03.2014;1886,73
404;1922;02.07.2013;21.07.2013;127,6
405;8553;03.02.2008;05.02.2008;716,71
406;4848;31.10.2007;15.11.2007;335,54
407;4100;15.04.2008;28.04.2008;733,29
408;4088;13.10.2004;27.10.2004;4232,38
409;3978;08.11.2008;21.11.2008;3977,74
410;3759;02.12.2006;15.12.2006;1513,58
411;2503;05.03.2005;21.03.2005;532
412;3712;29.09.2011;18.10.2011;803,97
413;2917;19.10.2014;08.11.2014;1985,43
414;4609;29.01.2005;09.02.2005;1614,42
415;3017;06.06.2019;17.06.2019;239,24
416;5023;07.02.2014;12.02.2014;3170,45
417;6789;02.11.2016;15.11.2016;3191,05
418;4845;13.06.2007;14.06.2007;930,15
419;9899;31.12.2007;02.01.2008;2885,37
420;5911;13.03.2023;17.03.2023;3362,9
421;7957;10.08.2016;24.08.2016;4807,11
422;2130;04.02.2004;24.02.2004;4476,74
423;2945;20.04.2006;30.04.2006;2230,07
424;7593;27.12.2006;14.01.2007;4591,55
425;8107;05.02.2009;24.02.2009;2645,31
426;512;29.06.2007;06.07.2007;4950,58
427;3341;10.07.2006;22.07.2006;4344,25
428;7094;19.04.2004;02.05.2004;4770,85
429;4923;12.01.2021;22.01.2021;4999,46
430;8156;19.10.2007;20.10.2007;3850,38
431;9460;25.01.2013;28.01.2013;627,52
432;8466;16.07.2009;20.07.2009;2461,87
433;9830;15.09.2020;20.09.2020;4601,14
434;9577;09.04.2010;14.04.2010;288,85
435;3530;18.06.2003;28.06.2003;3383,27
436;1373;27.02.2020;02.03.2020;4425,1
437;4824;31.01.2006;06.02.2006;4087
438;3130;13.06.2016;25.06.2016;113,45
439;6247;09.04.2017;25.04.2017;4553,64
440;8796;07.06.2016;24.06.2016;2174,46
441;1945;28.09.2015;17.10.2015;3861,98
442;8171;08.02.2015;15.02.2015;4152,82
443;7642;05.02.2022;23.02.2022;4581,72
444;6650;26.07.2020;12.08.2020;946,06
445;2100;01.07.2022;03.07.2022;2430,55
446;4350;23.09.2022;07.10.2022;2300,11
447;312;10.09.2014;24.09.2014;4871,48
448;528;08.10.2013;27.10.2013;4265,76
449;135;19.03.2010;30.03.2010;1081,12
450;2510;20.02.2007;07.03.2007;1225,04
451;3706;12.10.2015;13.10.2015;35,13
452;6578;24.05.2016;12.06.2016;1182,26
453;9049;20.11.2018;27.11.2018;2516,68
454;3903;17.04.2012;05.05.2012;4529,89
455;916;21.08.2003;06.09.2003;886,26
456;6091;04.03.2022;19.03.2022;2511,36
457;5292;03.06.2018;04.06.2018;3026,39
458;7791;27.07.2020;29.07.2020;1766,4
459;5824;20.03.2003;30.03.2003;1691,31
460;1613;24.05.2005;31.05.2005;3219,77
461;4466;06.04.2022;25.04.2022;2011,21
462;4871;18.02.2015;10.03.2015;3725,26
463;2482;14.06.2018;22.06.2018;1817,19
464;9241;21.06.2007;02.07.2007;1880,87
465;6952;05.02.2003;21.02.2003;698,61
466;9934;08.01.2013;25.01.2013;3616,16
467;4219;28.12.2022;17.01.2023;3063,59
468;1065;30.10.2011;04.11.2011;3048,54
469;7519;14.08.2011;18.08.2011;1763,41
470;4985;29.03.2012;03.04.2012;3869,75
471;1303;17.02.2005;21.02.2005;2080,05
472;2985;23.02.2018;14.03.2018;658,7
473;6364;03.10.2022;16.10.2022;1640,67
474;8458;19.03.2016;03.04.2016;1856,79
475;3478;12.10.2014;13.10.2014;2305,53
476;4273;25.02.2013;26.02.2013;1272,59
477;6376;16.06.2009;20.06.2009;2818,18
478;905;22.10.2012;03.11.2012;4046,11
479;7994;01.05.2007;04.05.2007;2550,74
480;9968;10.05.2004;26.05.2004;3053,52
481;3377;08.06.2017;12.06.2017;4724,78
482;9830;06.10.2017;26.10.2017;362,05
483;8109;05.11.2015;23.11.2015;3754,83
484;6430;03.07.2003;15.07.2003;371,85
485;2254;11.04.2005;25.04.2005;213,14
486;8633;19.11.2013;09.12.2013;2135,06
487;9054;26.11.2015;29.11.2015;4961,34
488;915;10.12.2016;27.12.2016;4562,69
489;7377;28.08.2013;14.09.2013;480,4
490;7519;20.02.2009;11.03.2009;4934,62
491;5802;08.06.2003;16.06.2003;4493,13
492;9930;11.12.2015;23.12.2015;2431,98
493;2248;16.07.2014;29.07.2014;2506,1
494;4872;26.09.2018;03.10.2018;1347,86
495;8698;08.03.2017;09.03.2017;1123,02
496;4879;19.02.2008;01.03.2008;38,2
497;9834;03.04.2020;17.04.2020;3588,78
498;3394;13.12.2007;29.12.2007;3293,41
499;174;15.10.2003;31.10.2003;1964,7
500;5789;01.12.2007;07.12.2007;2111,95
501;1865;02.09.2021;06.09.2021;3853,63
502;1575;08.08.2016;22.08.2016;4525,55
503;6052;29.12.2006;16.01.2007;4085,98
504;3311;09.04.2007;16.04.2007;886,3
505;2631;26.07.2016;12.08.2016;87,3
506;3510;06.07.2017;25.07.2017;177,31
507;7005;18.10.2004;05.11.2004;4958,02
508;1952;31.01.2014;09.02.2014;857,28
509;8629;24.01.2012;04.02.2012;392,14
510;5757;09.05.2016;11.05.2016;4884,26
511;3819;02.12.2017;09.12.2017;2976,48
512;5830;23.05.2016;28.05.2016;2134,84
513;6973;24.11.2012;26.11.2012;538,14
514;3521;14.08.2006;27.08.2006;3567,28
515;7753;06.03.2012;21.03.2012;449,22
516;6445;04.02.2006;14.02.2006;3111,96
517;6814;04.06.2012;07.06.2012;277,01
518;9906;11.10.2018;25.10.2018;2335,61
519;5841;23.02.2009;25.02.2009;3034,46
520;8092;22.08.2017;23.08.2017;2333,67
521;86;29.07.2010;01.08.2010;3846,83
522;1900;02.01.2003;18.01.2003;1785,37
523;2082;07.09.2011;22.09.2011;3954,35
524;1513;21.11.2014;30.11.2014;1100,8
525;8613;13.11.2019;27.11.2019;3704,98
526;5544;09.11.2022;22.11.2022;713,62
527;1053;26.12.2011;14.01.2012;2243,57
528;9845;26.02.2023;16.03.2023;899,59
529;3635;11.02.2017;26.02.2017;1803,92
530;4087;04.05.2019;06.05.2019;4508,05
531;9166;13.12.2021;25.12.2021;3154,12
532;4252;10.04.2003;19.04.2003;4622,14
533;3382;06.10.2019;08.10.2019;3844,7
534;9469;03.10.2005;05.10.2005;4871,66
535;231;23.02.2019;14.03.2019;4586,79
536;5169;05.04.2020;23.04.2020;2257,97
537;3935;13.12.2012;26.12.2012;14,79
538;2044;24.01.2018;07.02.2018;2267,83
539;5112;03.04.2014;19.04.2014;330,36
540;958;13.02.2007;26.02.2007;4134,62
541;2547;05.04.2009;24.04.2009;563,49
542;8125;17.08.2011;23.08.2011;3746,41
543;2860;28.08.2006;09.09.2006;3870,63
544;3896;22.08.2021;30.08.2021;3887,7
545;1592;24.05.2022;02.06.2022;2472,5
546;258;22.12.2011;07.01.2012;375,24
547;9558;02.09.2015;09.09.2015;3766,37
548;7306;02.08.2010;18.08.2010;833,68
549;8551;14.03.2017;22.03.2017;1749,4
550;4299;23.07.2006;09.08.2006;2447,7
551;1456;27.06.2006;01.07.2006;2867,64
552;1840;07.10.2022;08.10.2022;1904,25
553;7582;16.07.2015;20.07.2015;2718,53
554;2217;09.10.2021;20.10.2021;4736,34
555;3978;27.09.2007;10.10.2007;4181,2
556;1774;05.03.2011;10.03.2011;3049,27
557;2768;23.04.2011;24.04.2011;1093,12
558;6912;12.11.2021;19.11.2021;4457,84
559;884;04.09.2019;11.09.2019;256,84
560;1378;25.09.2017;13.10.2017;1079,14
561;6789;13.08.2009;22.08.2009;394,62
562;8802;22.12.2012;26.12.2012;963,7
563;9445;12.07.2008;29.07.2008;916,03
564;5373;06.11.2009;23.11.2009;655,87
565;3431;11.10.2019;15.10.2019;2655,8
566;2663;21.03.2006;04.04.2006;3871,08
567;1175;08.07.2007;27.07.2007;385,73
568;9803;27.01.2005;13.02.2005;4640,22
569;1719;28.02.2006;19.03.2006;3899,94
570;1267;22.04.2012;06.05.2012;2860,32
571;5608;26.03.2016;27.03.2016;4247,51
572;1035;25.02.2008;09.03.2008;3390,86
573;1314;07.04.2019;18.04.2019;907,35
574;4366;23.05.2018;04.06.2018;3110,59
575;5823;27.05.2016;04.06.2016;3408,6
576;9312;02.06.2010;19.06.2010;4065,98
577;5446;07.11.2018;19.11.2018;3630,4
578;7296;30.08.2003;05.09.2003;394,1
579;569;02.02.2014;10.02.2014;2448,01
580;3062;12.05.2006;24.05.2006;913,37
581;7578;28.03.2020;13.04.2020;2049,12
582;6266;15.10.2020;20.10.2020;4132,15
583;166;11.08.2006;25.08.2006;708,76
584;9038;20.05.2003;03.06.2003;1043,46
585;9648;21.06.2018;26.06.2018;1588,09
586;5657;12.02.2007;17.02.2007;2587,01
587;6164;17.08.2017;03.09.2017;4832,23
588;3908;01.08.2020;18.08.2020;3766,29
589;1763;16.04.2010;17.04.2010;1431,39
590;518;30.10.2022;18.11.2022;420,18
591;4089;20.02.2018;09.03.2018;3733,98
592;9225;26.12.2012;09.01.2013;4542,59
593;3866;04.08.2008;16.08.2008;2860,67
594;9456;05.07.2005;19.07.2005;1542,16
595;4034;09.01.2011;23.01.2011;3875,66
596;5203;01.06.2019;04.06.2019;3343,92
597;1989;04.02.2010;20.02.2010;3639,38
598;7546;04.04.2018;20.04.2018;100,49
599;5342;16.04.2012;18.04.2012;3378,82
