employee_id;month_info_id;sum
152;3;2180,6
153;3;5292,39
154;3;4795,43
155;3;3431,64
156;3;2601,95
157;3;4606,93
158;3;1244,08
159;3;2259,64
160;4;1338,24
161;4;3584,95
162;4;4379,12
163;4;2036,55
164;4;2199,78
165;4;4209,01
166;4;3956,96
167;4;2686,74
168;4;2286,18
169;4;3001,41
170;4;4042,69
171;4;5609,3
172;4;4069,12
173;4;2043,63
174;4;5794,99
175;4;2885,75
176;4;2010,27
177;4;5287,58
178;4;2659,48
179;4;2890,74
180;4;4983,04
181;4;5554
182;4;5396,81
183;4;4899,73
184;4;5896,93
185;4;3346,55
186;4;5000,48
187;4;3773,54
188;4;3540,48
189;4;5194,83
190;4;1711,17
191;4;1887,86
192;4;2600,91
193;4;5063,19
194;4;2939,53
195;4;2139,47
196;4;1535,37
197;4;5064,39
198;4;3092,25
199;4;2096,83
200;4;1306,57
201;4;3824,94
202;4;4007,7
203;4;1670,3
204;4;2395,98
205;4;1227,16
206;4;2994,09
207;4;1387,43
208;4;1357,85
209;4;3442,6
210;5;2367,5
211;5;3247,68
212;5;5640,38
213;5;1946,83
214;5;1494,57
215;5;3300,28
216;5;5583,75
217;5;1946,54
218;5;4612,84
219;5;5940,99
220;5;1955,73
221;5;3372,84
222;5;4936,12
223;5;2174,48
224;5;1976,61
225;5;5750,53
226;5;1301,96
227;5;5596,31
228;5;1729,77
229;5;1632,79
230;5;2723,75
231;5;5048,78
232;5;2472,44
233;5;5511,59
234;5;4656,78
235;5;5429,42
236;5;3142,58
237;5;1433,85
238;5;4249,43
239;5;4040,31
240;5;1930,77
241;5;5778,59
242;5;4723,32
243;5;3745,69
244;5;3862,06
245;5;5939,71
246;5;5369,12
247;5;3599,56
248;5;3931,93
249;5;1851,63
250;5;3377,8
251;5;2239,6
252;5;3512,25
253;5;5489,32
254;5;1998,56
255;5;3296,57
256;5;3415,96
257;5;3514,12
258;5;1089,94
259;5;2400,3
260;6;5544,58
261;6;1845,08
262;6;4003,9
263;6;4557,43
264;6;5709,74
265;6;1312,78
266;6;5999,27
267;6;4751,46
268;6;5084,01
269;6;2446,08
270;6;1472,65
271;6;3116,04
272;6;5404,32
273;6;2156,11
274;6;3249,91
275;6;4492,23
276;6;5817,23
277;6;2101,12
278;6;1721,03
279;6;5740,03
280;6;1228,96
281;6;1788,64
282;6;3283,4
283;6;3354,19
284;6;1971,73
285;6;1412,45
286;6;4880,57
287;6;4344,82
288;6;2036,26
289;6;5502,05
290;6;1728,48
291;6;2111,64
292;6;4940,5
293;6;3874,99
294;6;3410,73
295;6;5120,9
296;6;2130,91
297;6;4477,99
298;6;3811,3
299;6;3771,87
300;6;3954,66
301;6;1693,04
302;6;5099,04
303;6;2390,12
304;6;5084,03
305;6;2611,66
306;6;1314,44
307;6;2701,76
308;6;2769,43
309;6;4064,91
310;7;1471,93
311;7;5212,14
312;7;3185,8
313;7;3043,89
314;7;4604,9
315;7;5030,03
316;7;1736,26
317;7;4625,96
318;7;3055,37
319;7;3685,43
320;7;4168,01
321;7;5330,84
322;7;3983,88
323;7;2883,08
324;7;1938,56
325;7;3657,15
326;7;3207,35
327;7;1983,02
328;7;1541,44
329;7;4886,57
330;7;5970,62
331;7;4121,31
332;7;3174,94
333;7;5587,9
334;7;4994,94
335;7;4454,42
336;7;5100,94
337;7;3973,65
338;7;2416,98
339;7;1679,67
340;7;4322,75
341;7;2305,16
342;7;4235,01
343;7;3226,71
344;7;2094,18
345;7;3113,4
346;7;2625,45
347;7;2301,8
348;7;3147,87
349;7;2166,11
350;7;2061,58
351;7;4180,72
352;7;1426,9
353;7;3731,56
354;7;3818,13
355;7;5251,19
356;7;3428,69
357;7;1627,15
358;7;2330,46
359;7;1966,37
360;8;4168,95
361;8;1756,41
362;8;2356,52
363;8;1346,06
364;8;4602,54
365;8;4724,34
366;8;1244,17
367;8;4063,35
368;8;2690,19
369;8;1969,68
370;8;2738,95
371;8;2092,18
372;8;1264,4
373;8;1609,03
374;8;2703,34
375;8;4882,15
376;8;4601,65
377;8;4564,71
378;8;4016,14
379;8;5732,98
380;8;4929,1
381;8;4523,83
382;8;4276,02
383;8;3411,1
384;8;4730,29
385;8;4933,47
386;8;2588,82
387;8;1895,24
388;8;3991,71
389;8;1757,71
390;8;4144,55
391;8;3465,35
392;8;5964,2
393;8;5599,14
394;8;5207,72
395;8;3454,65
396;8;3041,85
397;8;4684,21
398;8;2089,41
399;8;3772,91
400;8;3468,92
401;8;3866,24
402;8;5074,79
403;8;4957,7
404;8;2701,19
405;8;5503,78
406;8;2001,66
407;8;3429,96
408;8;5725,76
409;8;3732,22
410;9;5883,57
411;9;5189,58
412;9;1693,18
413;9;3035,98
414;9;3778,31
415;9;4314,89
416;9;2126,99
417;9;5967,14
418;9;4395,69
419;9;4021,74
420;9;2831,78
421;9;2439,25
422;9;4313,58
423;9;2322,93
424;9;3675,41
425;9;5644,57
426;9;3790,03
427;9;1356,19
428;9;5985,16
429;9;4129,79
430;9;2282,21
431;9;5937,85
432;9;3325,45
433;9;5917,67
434;9;1529,91
435;9;3763,27
436;9;1800,34
437;9;2516,93
438;9;4715,11
439;9;2495,49
440;9;3148,19
441;9;3988,4
442;9;4803,94
443;9;3941,29
444;9;4958,41
445;9;4085,83
446;9;3992,96
447;9;5101,31
448;9;5612,47
449;9;1164,95
450;9;1121,95
451;9;4972,86
452;9;1708,86
453;9;5468,59
454;9;3718,14
455;9;2970,1
456;9;1370,38
457;9;2011,22
458;9;3537,28
459;9;1010,81
460;10;4651,75
461;10;3687,08
462;10;1600,43
463;10;4332,97
464;10;5556,27
465;10;3832,81
466;10;4739,86
467;10;3101,51
468;10;1716,73
469;10;2109,54
470;10;1315,67
471;10;5450,18
472;10;2990,51
473;10;5533,23
474;10;5716,76
475;10;3980,35
476;10;3985,4
477;10;1775,69
478;10;2061
479;10;1312,06
480;10;4457,38
481;10;1246,82
482;10;5265,27
483;10;5511,16
484;10;2714,18
485;10;3095,36
486;10;1156,67
487;10;2319,79
488;10;4859,09
489;10;4115,97
490;10;4535,35
491;10;4646,59
492;10;3822,35
493;10;5878,59
494;10;3993,96
495;10;1111,58
496;10;4735,87
497;10;2218,37
498;10;5907,42
499;10;1011,28
500;10;4110,87
501;10;3172,21
502;10;3594,2
503;10;1609,64
504;10;4708,09
505;10;3635,37
506;10;3097,78
507;10;3105,09
508;10;4315,4
509;10;3560,94
510;11;5595,85
511;11;1651,01
512;11;5603,81
513;11;5497,05
514;11;3393,49
515;11;3522,42
516;11;2052,87
517;11;1949,85
518;11;1678,36
519;11;5580,12
520;11;1447,35
521;11;5281,38
522;11;1959,61
523;11;5061,02
524;11;4604,13
525;11;3357,44
526;11;5012,98
527;11;4563,47
528;11;1196,26
529;11;4112,75
530;11;1433,55
531;11;5443,99
532;11;5481,94
533;11;2555,1
534;11;1163,44
535;11;5044,93
536;11;1690,79
537;11;1832,21
538;11;4222,83
539;11;4855,15
540;11;4680,52
541;11;5971,6
542;11;3080,19
543;11;5634,63
544;11;1897,87
545;11;2273,17
546;11;3017,55
547;11;5525,04
548;11;1054,43
549;11;4715,09
550;11;4512,26
551;11;1436,46
552;11;2543,52
553;11;2310,13
554;11;4137,69
555;11;4631
556;11;2227,95
557;11;2335,36
558;11;4352,67
559;11;3624,25
560;12;4861,63
561;12;2756,81
562;12;4831,58
563;12;1416,59
564;12;1113,65
565;12;4169,49
566;12;5700,08
567;12;3272,47
568;12;3365,86
569;12;1794,91
570;12;3764,37
571;12;5555,13
572;12;5379,26
573;12;1574,06
574;12;5730,58
575;12;1268,74
576;12;5204,87
577;12;2007,68
578;12;2730,62
579;12;1430,44
580;12;5100,68
581;12;5288,37
582;12;1090,59
583;12;2799,36
584;12;3305,57
585;12;2607,31
586;12;5154,96
587;12;3539,69
588;12;2531,37
589;12;5235,2
590;12;4898,07
591;12;1423,85
592;12;3772,24
593;12;4417
594;12;5471,68
595;12;1417,81
596;12;2290,79
597;12;3276,02
598;12;3871,23
599;12;2160,97
600;12;2039,07
601;12;4755,95
602;12;1783,57
603;12;3960,35
604;12;4309,78
605;12;1866,03
606;12;1531,18
607;12;3861,62
608;12;3424
609;12;1573,63
610;13;5356,9
611;13;4868,58
612;13;5355,27
613;13;2883,17
614;13;5742,63
615;13;5620,73
616;13;5093,47
617;13;3008,58
618;13;4939,83
619;13;3774,8
620;13;1147,13
621;13;3608,6
622;13;5639,53
623;13;1210,23
624;13;2044,54
625;13;5449,6
626;13;2994,22
627;13;3626,33
628;13;1363,75
629;13;2396,75
630;13;5771,25
631;13;1669,58
632;13;2044,33
633;13;5232,08
634;13;3300,62
635;13;2165,84
636;13;4817,86
637;13;2484,74
638;13;5099,39
639;13;5179,12
640;13;1004,2
641;13;1432,66
642;13;5781,9
643;13;2148,54
644;13;4701,59
645;13;2356,63
646;13;4472,01
647;13;4543,47
648;13;5882,49
649;13;5207
650;13;5047,16
651;13;2195,46
652;13;2026,89
653;13;2370,3
654;13;5487,21
655;13;3788,61
656;13;5868,98
657;13;4585,11
658;13;4431,24
659;13;1798,7
660;14;2236,79
661;14;3618,44
662;14;3264,05
663;14;2118,39
664;14;5987,14
665;14;4452,76
666;14;2851,91
667;14;1258,52
668;14;2213,6
669;14;3370,56
670;14;2929,67
671;14;5642,01
672;14;5966,46
673;14;3180,31
674;14;2038,92
675;14;4614,8
676;14;3284,02
677;14;1979,02
678;14;4204,46
679;14;2286,99
680;14;2539,53
681;14;1467,35
682;14;1214,41
683;14;1537,78
684;14;5263,07
685;14;5288,82
686;14;5847,51
687;14;2153,77
688;14;4058,66
689;14;1401,01
690;14;5452,91
691;14;2009,63
692;14;1611,18
693;14;4419,47
694;14;3107,67
695;14;3069,72
696;14;1346,8
697;14;4078,05
698;14;3194,21
699;14;3099,19
700;14;4844,99
701;14;4160,32
702;14;1212,01
703;14;1700,61
704;14;4408,31
705;14;5601,68
706;14;4103,23
707;14;3188,76
708;14;4633,27
709;14;3108,73
710;15;5713,04
711;15;1730,49
712;15;5861,09
713;15;1960,41
714;15;2373,13
715;15;3113,62
716;15;1700,96
717;15;5405,77
718;15;4592,92
719;15;5787,7
720;15;3741,57
721;15;5137,66
722;15;3397,9
723;15;1716,99
724;15;5420,18
725;15;2249,5
726;15;5048,76
727;15;3867,9
728;15;1197
729;15;1871,95
730;15;4244
731;15;1656,19
732;15;4747,96
733;15;2514,12
734;15;1780,9
735;15;1428,95
736;15;4037,14
737;15;5882,42
738;15;4832,39
739;15;1628,32
740;15;3164,7
741;15;4776,35
742;15;2936,6
743;15;3298,67
744;15;3282,29
745;15;5807,2
746;15;4854,84
747;15;3750,63
748;15;2232,9
749;15;4733,61
750;15;3848,49
751;15;5655,46
752;15;1806,64
753;15;3467,04
754;15;2988,36
755;15;2677,39
756;15;2609
757;15;5189,76
758;15;2733,45
759;15;3475,84
760;16;1915,66
761;16;4601,73
762;16;4866,58
763;16;1620,6
764;16;2671,29
765;16;3754,63
766;16;5343,85
767;16;1665,92
768;16;4522,03
769;16;2610,98
770;16;3395,27
771;16;4876,12
772;16;4717,75
773;16;4089,72
774;16;2884,89
775;16;4799,12
776;16;5318,26
777;16;3722,21
778;16;3791,28
779;16;3797,32
780;16;3637,6
781;16;1266,73
782;16;2173,54
783;16;3803,68
784;16;5776,46
785;16;3457,8
786;16;5155,51
787;16;1849,67
788;16;5751,17
789;16;1819,31
790;16;2529,83
791;16;2978,37
792;16;1209,67
793;16;4494,34
794;16;3098,55
795;16;5037,34
796;16;5728,63
797;16;3324,09
798;16;4545,79
799;16;5273,57
800;16;1042,43
801;16;5245,1
802;16;1197,78
803;16;4857,49
804;16;1149,32
805;16;1091,1
806;16;1370,27
807;16;4679,67
808;16;4235,99
809;16;4491,65
810;17;4533,71
811;17;4210,74
812;17;5693,77
813;17;2510,13
814;17;2772,57
815;17;4406,15
816;17;5079,41
817;17;4392,42
818;17;2606,14
819;17;5088,35
820;17;3656,31
821;17;2303,01
822;17;1907,07
823;17;3631,9
824;17;3697,87
825;17;3900,99
826;17;2275,16
827;17;4779,98
828;17;1160,32
829;17;3269,36
830;17;1046,02
831;17;3994,87
832;17;5624,82
833;17;4052,78
834;17;3220,07
835;17;5074,11
836;17;2952,02
837;17;1679,08
838;17;4927,11
839;17;3415,91
840;17;3564,65
841;17;3323,72
842;17;1937,71
843;17;4792,84
844;17;3273,56
845;17;4303,6
846;17;4724,73
847;17;2292,21
848;17;5424,03
849;17;3806,67
850;17;4350,56
851;17;1979,67
852;17;5992,74
853;17;3492,63
854;17;1711,07
855;17;4915,22
856;17;3538,68
857;17;1741,42
858;17;4920,96
859;17;1424,2
860;18;3538,11
861;18;1428,4
862;18;4985,31
863;18;3579,1
864;18;2791,13
865;18;1773,73
866;18;1577,23
867;18;5119,78
868;18;1746
869;18;1891,43
870;18;4360,14
871;18;3806,43
872;18;1369,7
873;18;2107,72
874;18;3628,71
875;18;4775,06
876;18;2834,22
877;18;3496,12
878;18;2462,24
879;18;4726,69
880;18;5794,36
881;18;2064,6
882;18;2755,67
883;18;3919,83
884;18;5527,13
885;18;1680,88
886;18;1781,33
887;18;1498,1
888;18;1906,63
889;18;1763,76
890;18;5637,04
891;18;5372,11
892;18;5200,79
893;18;3068,97
894;18;5933,11
895;18;1419,8
896;18;2073,98
897;18;4250,09
898;18;4742,93
899;18;3762,75
900;18;4485,87
901;18;2185
902;18;4845,75
903;18;1188,8
904;18;1524,39
905;18;4671,53
906;18;3920,79
907;18;2564,99
908;18;3814,48
909;18;3122,48
910;19;1915,25
911;19;4058,42
912;19;5616,62
913;19;4560,92
914;19;4862,2
915;19;3641,9
916;19;5262,11
917;19;3159,28
918;19;3695,83
919;19;5290
920;19;1946,78
921;19;1407,41
922;19;4190,21
923;19;2040,12
924;19;2531,24
925;19;2667,99
926;19;1360,42
927;19;4170,19
928;19;3593,8
929;19;4182,22
930;19;1596,76
931;19;4051,39
932;19;3036,55
933;19;4188,18
934;19;3714,11
935;19;2623,91
936;19;4931,99
937;19;5172,76
938;19;3135,54
939;19;2828,48
940;19;1154,83
941;19;3317,78
942;19;4891,79
943;19;3340,07
944;19;1746,56
945;19;5128,62
946;19;3828,35
947;19;5167,64
948;19;2639,6
949;19;2863,71
950;19;4995,66
951;19;2723,05
952;19;4301,41
953;19;3981,39
954;19;3824,1
955;19;5305,7
956;19;4566,95
957;19;2777,17
958;19;2860,8
959;19;5268,16
960;20;3781,66
961;20;2375,63
962;20;5508,71
963;20;1647,83
964;20;3836,23
965;20;4734,05
966;20;2230,89
967;20;4784,33
968;20;3767,29
969;20;3632,32
970;20;4660,16
971;20;2138,23
972;20;5771,69
973;20;2706,44
974;20;5408,74
975;20;5050,99
976;20;5208,21
977;20;1345,06
978;20;4346,53
979;20;3085,09
980;20;3093,06
981;20;5022,96
982;20;5565,07
983;20;2653,47
984;20;5499,84
985;20;5958,73
986;20;2429,81
987;20;1392,16
988;20;4282,65
989;20;3898,45
990;20;3243,91
991;20;3963,58
992;20;3509,74
993;20;1266,97
994;20;5180,43
995;20;4924,87
996;20;4199,24
997;20;4730,89
998;20;1545,32
999;20;2584,85
1000;20;5197,76
1001;20;3552,79
1002;20;5292,04
1003;20;5583,37
1004;20;2924,92
1005;20;1205,52
1006;20;5896,66
1007;20;4504
1008;20;4637,44
1009;20;2775,04
1010;21;2440,97
1011;21;5739,22
1012;21;4322,85
1013;21;4718,14
1014;21;4509,16
1015;21;1182,71
1016;21;2425,62
1017;21;3474,13
1018;21;4587,22
1019;21;4684,39
1020;21;1331,72
1021;21;4724,32
1022;21;1077,85
1023;21;5651,46
1024;21;3518,14
1025;21;5489,79
1026;21;5649,83
1027;21;5168,05
1028;21;3191,64
1029;21;4219,21
1030;21;1266,12
1031;21;1492,95
1032;21;4225,08
1033;21;1104,65
1034;21;1208,02
1035;21;2777,35
1036;21;5777,34
1037;21;1290,19
1038;21;4487,55
1039;21;1316,08
1040;21;3209,45
1041;21;4247,52
1042;21;5424,93
1043;21;4714,99
1044;21;4871,88
1045;21;2145,66
1046;21;1855,6
1047;21;3804,55
1048;21;2677,33
1049;21;5517,04
1050;21;1375,54
1051;21;2653,88
1052;21;4637,36
1053;21;5739,52
1054;21;1986,39
1055;21;1821,39
1056;21;5419,5
1057;21;1817,45
1058;21;4232,58
1059;21;5249,15
1060;22;4344,2
1061;22;3785,06
1062;22;1407,07
1063;22;2020,59
1064;22;4461,32
1065;22;3504,89
1066;22;5429,4
1067;22;4894,03
1068;22;1193,08
1069;22;5215,28
1070;22;3725,67
1071;22;1384,52
1072;22;4113,08
1073;22;1288,69
1074;22;3694,79
1075;22;4421,62
1076;22;2140,91
1077;22;5409,56
1078;22;3739,32
1079;22;2705,96
1080;22;1505,32
1081;22;4518,91
1082;22;3870,25
1083;22;2859,21
1084;22;5441,05
1085;22;5224,08
1086;22;4569,88
1087;22;1964,27
1088;22;2760,26
1089;22;2121,27
1090;22;4400,94
1091;22;4991,01
1092;22;3885,39
1093;22;4938,45
1094;22;5717,33
1095;22;2868,82
1096;22;4903,94
1097;22;3529,32
1098;22;1879,26
1099;22;4408,12
1100;22;2642,22
1101;22;4209,57
1102;22;4109,28
1103;22;5278,37
1104;22;5179,28
1105;22;2662,79
1106;22;5659,38
1107;22;4010,07
1108;22;1156,79
1109;22;2598,16
1110;23;4131,54
1111;23;4419,76
1112;23;3888,09
1113;23;2485,6
1114;23;2829,51
1115;23;4658,87
1116;23;2591,44
1117;23;2388,79
1118;23;2933,04
1119;23;5344,38
1120;23;2203,33
1121;23;1236,38
1122;23;4380,78
1123;23;4134,59
1124;23;4553,17
1125;23;5411,45
1126;23;4413,48
1127;23;2209,17
1128;23;1233,04
1129;23;3472,08
1130;23;2887,67
1131;23;1944,8
1132;23;1415,21
1133;23;3307,85
1134;23;5435,15
1135;23;1900,67
1136;23;5922,05
1137;23;2627,18
1138;23;3040,38
1139;23;1020,89
1140;23;1435,35
1141;23;3474,48
1142;23;4331,24
1143;23;3645,5
1144;23;1565,4
1145;23;5817,78
1146;23;5402,41
1147;23;3001,36
1148;23;2330,91
1149;23;2894,55
1150;23;1150,46
1151;23;3979,73
1152;23;1598,44
1153;23;3487,44
1154;23;3556,51
1155;23;5755,47
1156;23;4558,63
1157;23;1752,28
1158;23;1678,77
1159;23;5399,15
1160;24;3172,84
1161;24;1947,12
1162;24;2560,99
1163;24;4733,86
1164;24;5779,07
1165;24;2117,12
1166;24;5434,4
1167;24;4976,37
1168;24;1486,66
1169;24;3074,6
1170;24;3861,95
1171;24;1150,85
1172;24;2905,06
1173;24;3763,13
1174;24;3665,76
1175;24;4333,51
1176;24;3224,72
1177;24;2045,11
1178;24;1126,6
1179;24;5711,82
1180;24;3266,68
1181;24;4116,99
1182;24;3579,28
1183;24;5961,76
1184;24;2896,29
1185;24;4342,69
1186;24;2245,08
1187;24;3931,73
1188;24;3910
1189;24;1816,14
1190;24;2456,38
1191;24;5241,26
1192;24;4083,03
1193;24;2941,79
1194;24;1385,81
1195;24;1275,83
1196;24;1179,99
1197;24;1318,94
1198;24;2450,85
1199;24;2629,68
1200;24;5691,12
1201;24;5659,39
1202;24;3358,25
1203;24;2263,33
1204;24;2482,76
1205;24;2796,58
1206;24;3942,75
1207;24;5826,33
1208;24;2055,44
1209;24;2659,54
1210;25;5492,33
1211;25;1535,9
1212;25;4066,53
1213;25;2738,69
1214;25;2235,26
1215;25;2544,73
1216;25;3794,56
1217;25;1871,51
1218;25;5937,49
1219;25;5985,92
1220;25;5433,04
1221;25;1588,92
1222;25;3240,04
1223;25;3831,26
1224;25;3796,05
1225;25;4782,78
1226;25;5898,99
1227;25;3783,46
1228;25;3493,48
1229;25;3702,06
1230;25;4901,36
1231;25;4002,24
1232;25;2536,71
1233;25;4734,25
1234;25;2423,21
1235;25;1902,28
1236;25;3194,72
1237;25;1529,03
1238;25;3208,55
1239;25;5095,86
1240;25;2219,51
1241;25;3530,52
1242;25;5514,58
1243;25;5460,34
1244;25;2801,4
1245;25;2682,15
1246;25;2369,47
1247;25;4724,57
1248;25;3979,16
1249;25;4843,12
1250;25;2087,29
1251;25;1197,79
1252;25;4170,71
1253;25;3029,19
1254;25;3495,27
1255;25;3633,44
1256;25;5654,69
1257;25;5288,56
1258;25;2439,58
1259;25;1181,21
1260;26;4057,6
1261;26;3274,68
1262;26;5648,78
1263;26;4712
1264;26;5971,72
1265;26;3985,09
1266;26;3586,65
1267;26;5663,45
1268;26;5660,8
1269;26;3946,12
1270;26;1370,53
1271;26;2153,87
1272;26;2084,39
1273;26;3507,19
1274;26;1602,73
1275;26;2996,24
1276;26;2486,13
1277;26;3287,69
1278;26;1007,82
1279;26;1505,43
1280;26;2206,62
1281;26;5187,85
1282;26;2555,59
1283;26;3250,53
1284;26;2398,54
1285;26;5820,6
1286;26;5682,16
1287;26;3556,17
1288;26;1687,2
1289;26;4745,44
1290;26;3064,16
1291;26;5004,85
1292;26;3102,23
1293;26;3588,32
1294;26;4025,85
1295;26;1146,9
1296;26;3253,69
1297;26;5169,12
1298;26;2631,01
1299;26;5640,89
1300;26;3032,52
1301;26;5610,94
1302;26;3577,05
1303;26;4083,46
1304;26;2227,98
1305;26;5924,9
1306;26;3620,06
1307;26;5571,43
1308;26;1396,34
1309;26;3824,59
1310;27;5538,92
1311;27;2695,55
1312;27;5621,86
1313;27;5144,79
1314;27;2505,78
1315;27;5352,92
1316;27;5055,08
1317;27;1216,06
1318;27;2642,81
1319;27;3153,87
1320;27;5622,58
1321;27;1997,08
1322;27;5508,94
1323;27;1394,08
1324;27;5065,8
1325;27;4615,58
1326;27;4821,78
1327;27;5136,42
1328;27;5045,77
1329;27;5128,08
1330;27;2159,53
1331;27;4070,82
1332;27;2407,81
1333;27;3450,31
1334;27;3507,08
1335;27;5543,87
1336;27;4741,58
1337;27;4648,19
1338;27;3978,73
1339;27;2929,85
1340;27;2732,73
1341;27;4462,86
1342;27;4468,62
1343;27;1832,66
1344;27;4431,66
1345;27;2941,49
1346;27;5077,7
1347;27;1755,47
1348;27;2982,65
1349;27;2420,27
1350;27;5572,75
1351;27;4257,91
1352;27;5869,52
1353;27;2491,64
1354;27;3837,28
1355;27;1818,44
1356;27;2493,62
1357;27;1160,33
1358;27;5189,37
1359;27;2727,5
1360;28;4115,32
1361;28;2110,47
1362;28;4024,54
1363;28;4031,15
1364;28;4019,61
1365;28;2156,99
1366;28;4096,15
1367;28;1491,3
1368;28;1459,58
1369;28;3164,97
1370;28;4754,07
1371;28;5262,74
1372;28;4912,32
1373;28;3921,27
1374;28;3357,29
1375;28;3976,55
1376;28;1611,82
1377;28;2262,09
1378;28;5009,29
1379;28;4027,21
1380;28;5258,91
1381;28;2592,51
1382;28;5265,32
1383;28;3125,3
1384;28;3060
1385;28;3064,85
1386;28;4924,97
1387;28;3141,65
1388;28;4397,68
1389;28;4352,71
1390;28;5713,17
1391;28;1668,21
1392;28;1755,76
1393;28;3413,74
1394;28;1924,31
1395;28;2986,15
1396;28;3852,84
1397;28;4124,7
1398;28;4493,84
1399;28;4198,27
1400;28;2019,27
1401;28;2577,52
1402;28;3713,08
1403;28;1215,41
1404;28;3163,11
1405;28;3891,24
1406;28;4451,26
1407;28;2437,57
1408;28;5967,61
1409;28;1223,05
1410;29;3453,44
1411;29;1170,77
1412;29;2083,59
1413;29;4347,64
1414;29;4393,63
1415;29;4993,95
1416;29;5747,21
1417;29;4765,66
1418;29;4171,09
1419;29;4440,91
1420;29;2384,37
1421;29;5254,29
1422;29;4445,81
1423;29;5700,19
1424;29;5557,18
1425;29;5828,73
1426;29;2290,36
1427;29;2830,72
1428;29;4543,68
1429;29;1439,41
1430;29;5698,65
1431;29;5741,22
1432;29;3331,44
1433;29;1523,51
1434;29;4657,83
1435;29;3170
1436;29;1050,6
1437;29;5937,28
1438;29;2194,98
1439;29;1933,75
1440;29;4015,07
1441;29;3339,31
1442;29;1860,74
1443;29;3771,85
1444;29;1090,53
1445;29;5245,43
1446;29;3322,61
1447;29;5450,77
1448;29;2105,99
1449;29;2394,36
1450;29;3138,98
1451;29;5236,27
1452;29;5829,69
1453;29;3648,22
1454;29;3748,58
1455;29;2742,29
1456;29;4775,28
1457;29;2675,92
1458;29;5157,02
1459;29;2431,74
1460;30;1537,04
1461;30;1439,2
1462;30;5687,86
1463;30;2997,88
1464;30;3432,07
1465;30;3939,32
1466;30;4383,58
1467;30;4880,53
1468;30;3587,43
1469;30;1475,5
1470;30;3600,09
1471;30;2550,34
1472;30;5671,36
1473;30;3097,26
1474;30;1397,41
1475;30;2442,14
1476;30;2231,32
1477;30;3234,41
1478;30;1713,24
1479;30;4848,51
1480;30;5538,18
1481;30;1047,82
1482;30;3079,18
1483;30;2462,58
1484;30;3673,59
1485;30;1769,22
1486;30;1729,96
1487;30;1586,98
1488;30;5601,76
1489;30;4091,44
1490;30;1644,26
1491;30;2329,52
1492;30;4789,42
1493;30;3189,71
1494;30;1788,47
1495;30;3936,91
1496;30;1279,47
1497;30;5377,8
1498;30;4488,93
1499;30;2915,33
1500;30;1022,52
1501;30;5296,77
1502;30;2421,06
1503;30;3887,74
1504;30;5084,55
1505;30;5612,63
1506;30;5450,73
1507;30;2745,35
1508;30;1222,24
1509;30;4608,5
