employee_id;project_id;month_info_id;sum
155;236;50;1341,8
156;5260;211;5950,68
157;752;4;4452,7
158;2490;116;4953,61
159;39;44;5900,54
160;5520;210;3294,51
161;6326;9;5046,14
162;2892;106;2605,03
163;2960;147;5394,87
164;44;15;4883,66
165;5066;224;5125,49
166;3032;13;1300,54
167;6740;30;5904,92
168;2042;32;4540,59
169;1005;37;3204,66
170;8557;126;4941,12
171;9629;183;3843,46
172;5686;39;3156,29
173;3663;73;3147,74
174;5305;54;2546,49
175;3543;92;5903,15
176;8703;189;3741,84
177;8435;55;2525,31
178;4450;189;1333,23
179;1701;103;3006,73
180;1201;207;5674,81
181;4613;116;4067,33
182;545;181;5570,04
183;8001;175;4707,3
184;5795;190;2566,47
185;1057;158;4586,49
186;2848;20;4110,87
187;9788;124;1824,88
188;43;95;1093,04
189;124;113;3362,31
190;6757;24;1592,36
191;8453;123;3457,42
192;4121;52;2451,88
193;2062;171;1799,92
194;9848;85;5688,16
195;2580;91;5488,33
196;7086;86;5542,24
197;9460;141;5362,37
198;7212;34;1517,9
199;4854;8;2076,31
200;895;41;3160,71
201;2826;58;1277,61
202;4570;198;4180,2
203;9896;112;1457,68
204;46;135;5359,39
205;8365;99;4951,31
206;4949;56;4732,12
207;4668;215;3848,89
208;7717;31;1375,36
209;2845;218;4298,86
210;4171;58;2731,46
211;4186;13;3263,7
212;4132;126;3049,92
213;1085;126;1859,51
214;7502;207;2393,93
215;1581;46;2694,22
216;6424;54;1126,03
217;994;4;4191,41
218;7725;166;2231,57
219;3902;104;1074,58
220;7810;123;4566,84
221;143;46;4242,83
222;8788;197;5455,48
223;285;128;1952,61
224;2185;60;4025,09
225;3407;28;1515,54
226;8642;59;3641,25
227;5852;168;5533,13
228;1557;64;3771,15
229;6168;119;3717,22
230;7767;68;2654,84
231;2744;45;1722,14
232;8278;1;5769,74
233;2831;162;4167,11
234;8677;159;4842,45
235;3130;101;4306,27
236;4094;48;5419,88
237;2753;149;4512,39
238;9883;209;4739,68
239;7685;216;5898,05
240;1020;221;5925,63
241;3540;88;1163,92
242;6015;211;1259,15
243;3906;95;2306,99
244;1056;22;1192,92
245;1990;200;4174,59
246;3752;88;3929,85
247;9560;141;4812,01
248;3412;203;5040,07
249;3050;158;3304,21
250;9113;68;2378,72
251;589;119;2328,15
252;9420;171;1666,36
253;8615;30;3474,98
254;6834;211;5599,02
255;5196;61;3997,74
256;2397;20;4530,38
257;7092;137;1784,61
258;5903;117;5984,26
259;5290;109;2530,4
260;2181;77;1997
261;3182;178;2308,12
262;6705;195;4652,7
263;5008;220;5889,63
264;8272;139;2785,02
265;6625;195;2535,99
266;7839;123;4371,12
267;7428;68;2510,72
268;4511;217;2074,95
269;5839;199;4481,82
270;3170;167;5985,81
271;4247;178;5303,05
272;8110;155;3521,09
273;4192;96;1957,22
274;5678;132;5947,86
275;586;2;4325,28
276;369;223;5576,08
277;2658;29;2243,9
278;8794;145;3691,7
279;7151;114;5764,3
280;1489;163;1232,97
281;1608;94;2590,6
282;2256;56;4903,69
283;9111;92;5467,94
284;5820;12;5909,86
285;974;29;1076,31
286;99;52;5906,17
287;2371;1;5103,8
288;1010;108;4676,2
289;7337;160;4363,3
290;6310;148;4695,52
291;1875;203;3812,02
292;1303;150;2904,4
293;3210;74;5417,83
294;2471;55;1687,76
295;9828;132;1922,98
296;6674;87;2278,95
297;8319;177;3350,7
298;4627;113;2444,61
299;973;87;1634,29
300;9447;101;3452,89
301;630;163;1470,51
302;7343;139;2087,58
303;2270;73;4274,79
304;8717;23;2875,36
305;5227;104;2916,97
306;3573;32;3234,67
307;1102;65;2469,49
308;9033;160;1631,06
309;7750;135;3579,27
310;3469;57;5782,73
311;7341;204;1192,28
312;2325;193;2811,15
313;3747;151;4308,72
314;7892;221;4869,96
315;3360;167;3348,76
316;4692;112;5016,26
317;6100;69;4058,23
318;2366;78;1919,02
319;9892;7;5126,06
320;9737;180;5741,56
321;9160;18;4386,52
322;814;128;4416,79
323;6093;156;1929,48
324;1309;132;3321,62
325;6783;63;3274,29
326;2340;135;2166,97
327;9004;182;1705,74
328;2824;213;3306,01
329;389;23;4033,22
330;341;191;1917,95
331;8298;110;3420,97
332;1057;221;3340,94
333;7971;108;2076,49
334;8896;1;4302,98
335;1302;152;2339,15
336;7233;189;4632,95
337;3409;74;5692,43
338;5366;152;4636,91
339;4006;108;1403,28
340;3314;79;5734,46
341;2264;201;4982,37
342;4410;24;5889,74
343;478;121;5373,69
344;5171;90;1519,86
345;9184;125;1043,23
346;9442;225;4012,66
347;4120;231;1666,51
348;8130;159;3078,93
349;6692;21;5788,82
350;7890;59;5534,46
351;1016;170;5848,05
352;327;202;3575,33
353;9215;27;2217,38
354;2431;123;3726,19
355;2184;106;2526,07
356;5625;104;2148,06
357;2474;11;1882,33
358;1251;25;4285
359;7553;121;2678,33
360;5900;124;4718,68
361;4102;231;3493,35
362;8812;118;5577,85
363;8463;89;1572,01
364;4995;21;4457,25
365;6914;139;3885,97
366;7835;62;1767,22
367;2404;217;1020,77
368;3984;102;3631,27
369;1707;163;4677,64
370;6441;70;5674,31
371;5687;177;5646,61
372;9958;65;2886,46
373;5788;176;5775,43
374;163;75;2364,61
375;2190;69;1822,57
376;120;2;2484,33
377;4468;43;3400,65
378;2910;70;1909,9
379;6104;65;3993,18
380;1278;164;3992,7
381;3056;162;4453,12
382;3212;172;2097,53
383;7462;11;1670,08
384;877;197;3686,33
385;3988;71;2320,63
386;2557;133;4619,62
387;6989;169;4279,06
388;7415;163;1385,83
389;8165;52;2236,96
390;4444;147;5967,25
391;2290;34;2975,7
392;2861;192;1882,36
393;678;28;5587,74
394;7741;3;3684,35
395;5666;231;3582,23
396;3627;192;3001,89
397;9307;152;2795,29
398;3961;98;5590,45
399;2836;80;3017,79
400;9609;184;2527,6
401;1758;189;5838,11
402;513;117;3737,97
403;6383;159;4003,15
404;7389;19;5524,18
405;3757;145;4734,63
406;540;89;5036,22
407;1840;57;3297,12
408;7296;122;3910,45
409;7563;126;4880,49
410;5878;7;2739,49
411;3235;55;3952,01
412;2018;7;3829,43
413;8748;152;2143,54
414;2174;149;2432,9
415;1512;47;2103,97
416;6685;98;3331,77
417;6691;232;4873,45
418;621;164;2146,52
419;6959;34;4419,09
420;7642;46;2263,3
421;4715;76;3242,57
422;5734;174;4145,41
423;522;68;3413,09
424;536;29;2250,2
425;9841;63;3572,86
426;7883;199;4652,69
427;3331;99;2366,05
428;9283;184;1018,92
429;2550;145;5727,85
430;5520;47;4163,86
431;9961;8;3247,95
432;3195;167;1844,51
433;1155;223;3667,28
434;226;174;5984,27
435;2280;81;5622,85
436;9394;225;4645,18
437;4747;76;4116,31
438;7688;24;2524,36
439;4075;83;4861,66
440;308;89;1695,09
441;6196;13;4983,83
442;1166;146;4785,72
443;7394;75;4663,09
444;8763;26;2282,38
445;2943;133;2019,23
446;8267;166;1881,99
447;6367;195;4479,52
448;1775;10;3790,15
449;3032;66;5748,57
450;2189;49;5649,26
451;3935;198;4986,91
452;8994;211;2882,62
453;7296;126;4815,75
454;700;43;4055,91
455;9297;82;4956,63
456;4733;185;3354,12
457;3598;86;5188,44
458;9137;54;1053,21
459;5047;7;1081,41
460;8166;108;2221,69
461;4731;65;4362,05
462;3677;100;3486,05
463;6401;9;1982,53
464;8460;149;5885,33
465;8644;165;2180,02
466;2961;7;4698,54
467;1336;10;4624,69
468;8179;207;4593,54
469;1228;195;3568,74
470;148;227;1459,24
471;6466;190;2687,03
472;5876;181;3675,38
473;4530;134;2992,86
474;8797;47;2590,89
475;1978;50;4144,3
476;4706;230;5196,52
477;1542;218;5963,62
478;1569;109;4744,21
479;9008;84;2817,56
480;9444;87;3029,54
481;6427;216;2893,77
482;3530;152;5773,01
483;2194;186;3505,06
484;6672;140;3690,54
485;8108;151;1529,25
486;7552;6;2664,6
487;5090;169;4268,33
488;7176;11;1075,16
489;933;83;5673,37
490;2651;95;5383,89
491;1279;215;4387,58
492;4572;59;1735,03
493;9483;149;1006,39
494;6270;137;5399,77
495;3978;81;3567,22
496;5437;109;5769,16
497;699;42;5659,59
498;7653;228;4468,42
499;9491;186;1924,47
500;610;112;4014,35
501;63;101;4593,53
502;3;197;4902,61
503;7855;136;1843,49
504;950;88;5636
505;4192;107;3416,41
506;6391;17;2134,3
507;8826;215;3090,93
508;7511;200;4217,7
509;6538;31;5761,01
510;8729;157;4786,06
511;1059;175;4050,18
512;7068;144;4205,93
513;6203;95;3921,97
514;3738;113;4898,1
515;652;98;2741,06
516;8603;118;4671,84
517;2149;5;5117,91
518;5815;190;4363,14
519;769;109;1106,95
520;9523;219;2318,38
521;9126;214;1243,23
522;4964;223;5311,67
523;1264;233;5514,32
524;1078;111;4910,68
525;4773;55;1137,19
526;6921;223;4830,7
527;1251;63;1140,74
528;5324;78;4312,45
529;8609;198;2053,75
530;2099;189;4417,83
531;4129;53;2291,83
532;7337;186;2883,42
533;8012;174;5610,56
534;842;13;5947,66
535;2874;142;1858,5
536;9295;225;5871,3
537;550;150;3359,38
538;1419;206;5216,34
539;1133;225;2528,74
540;4503;220;2063,16
541;4335;222;1463,99
542;7451;157;1257,4
543;4279;232;3100,41
544;2436;98;5283,15
545;7435;232;4215,44
546;5459;74;3185,27
547;8912;139;2881,72
548;6774;170;1273
549;7384;108;4750,99
550;6588;127;5882,65
551;434;222;5358,29
552;2144;222;5143,14
553;4249;113;3026,97
554;4446;112;1672,42
555;2569;198;1384,9
556;9401;122;3904,38
557;4105;54;4226,06
558;8806;46;1911,9
559;8291;221;1841,42
560;3809;201;3854,16
561;611;55;1661,58
562;7856;122;3796,41
563;2636;96;2862,28
564;667;89;5176,98
565;3354;170;2678,59
566;744;60;4348,46
567;4259;130;5487,72
568;2605;103;3203,67
569;8878;231;2055,56
570;8573;45;4526,67
571;9200;21;4902,96
572;5815;116;3277,56
573;1129;198;5742,69
574;6948;66;2448,03
575;3653;156;2581,68
576;630;111;3148,68
577;9139;95;1587,57
578;9383;202;4359,59
579;8278;94;3506,75
580;4065;2;3479,04
581;6951;4;1704,12
582;1951;208;2395,02
583;8644;71;5417,03
584;9538;231;1458,86
585;5361;38;4860,31
586;3956;145;1508,64
587;9433;44;1704,32
588;1179;40;3010,48
589;9720;25;1813,69
590;7255;115;2309,14
591;4464;110;2472,4
592;7701;126;3254,82
593;4793;103;5230,46
594;1582;226;4714,86
595;3930;175;4401,71
596;1786;15;5738,7
597;9094;187;4030,43
598;9195;217;3559,01
599;4104;55;4642,92
600;1442;30;4840,08
601;9913;194;2593,24
602;3474;166;3229,01
603;940;116;2908,62
604;8070;64;2927,38
605;1890;217;5959,53
606;3965;194;3287,88
607;7986;19;1953,1
608;1001;121;4591,22
609;7224;189;4960,74
610;6558;184;4082,58
611;5426;202;4613,51
612;8669;58;3478,46
613;8953;15;3360,5
614;1932;161;3488,53
615;2709;140;1139,6
616;6818;64;2937,96
617;5477;9;3137,35
618;5362;80;3587,06
619;9274;151;5626,7
620;9894;185;1474,43
621;9051;36;4884,16
622;557;197;1398,56
623;9208;88;1926,81
624;5073;165;3042,23
625;265;175;1706,71
626;1447;42;3423,51
627;6212;80;5141,54
628;451;114;4365,51
629;7021;143;5538,58
630;1427;176;3923,78
631;3363;115;5280,09
632;7380;71;1545,01
633;9278;227;1301,36
634;1300;173;5002,57
635;7746;33;3219,1
636;9809;91;5096,5
637;8353;42;4979,63
638;9789;139;5797,02
639;7540;144;3390,45
640;683;51;4968,68
641;6415;87;1712,54
642;6047;59;1535,05
643;4053;211;4659,98
644;2391;5;2572,86
645;8551;123;2778,87
646;1640;75;4523,41
647;7300;14;2776,57
648;4267;133;5224,82
649;7360;88;5848,59
650;979;224;4265,65
651;4822;116;2156,71
652;2588;215;5149,57
653;2331;155;3337,38
654;3485;37;4806,28
655;1471;101;2652,6
656;5869;232;1728,14
657;2920;71;5317,65
658;2277;16;5905,53
659;2424;61;4612,24
660;517;195;3123,72
661;3801;220;2566,98
662;7749;7;3644,88
663;4669;189;1692,86
664;7843;69;3482,34
665;9340;127;4831,18
666;5620;216;1526,99
667;2374;128;4285,75
668;9121;106;2206,12
669;6818;43;3213,73
670;9191;103;4342,2
671;3934;161;5948,84
672;2931;204;4123,6
673;8348;164;2566,13
674;732;104;3154,51
675;8448;71;2062,05
676;3374;176;3247,05
677;499;196;3840,92
678;6280;128;4992,54
679;3754;63;4139,41
680;4974;2;3305,18
681;3336;162;1349,21
682;4568;171;1084,35
683;3927;185;1970,51
684;421;98;4820,81
685;583;123;2003,92
686;5677;100;1282,97
687;5765;168;3865,02
688;9401;156;5860,04
689;5449;203;5103,56
690;6567;46;1555,2
691;2060;150;3335,55
692;5798;23;2220,25
693;4645;4;2955,87
694;5943;108;5192,57
695;8307;78;1264,34
696;7536;228;5733,25
697;2650;218;2618,05
698;8210;83;3512,67
699;7767;47;5106,63
700;1880;172;3929,16
701;9306;223;3737,16
702;3823;97;2176,19
703;9154;180;5669,85
704;9124;10;5183,45
705;9027;227;1563,11
706;9816;41;3261,48
707;3046;123;1230,79
708;153;227;3726,35
709;9205;71;1576,83
710;6861;84;5275,68
711;8521;33;5700,97
712;4654;185;1628,22
713;8866;19;5148,16
714;6970;83;1858,55
715;4079;30;1709,61
716;1973;209;1208,44
717;7462;164;4945,83
718;5551;146;1581,04
719;7793;107;5425,01
720;7429;211;1838,01
721;2241;88;2286,39
722;6325;99;1841,72
723;3552;210;3451,86
724;6480;121;1884,71
725;9996;74;4349,35
726;9010;17;2023,51
727;5055;106;1708,88
728;1866;3;3154,71
729;9461;35;5581,02
730;3609;206;1901,83
731;8017;122;1148,97
732;7848;219;2310,28
733;9531;157;2894,77
734;6855;81;5512,61
735;2975;133;5939,76
736;6868;219;4684,68
737;2008;160;1724,87
738;681;220;1035,09
739;3930;74;5563,55
740;1567;80;2932,21
741;5647;230;3056,06
742;9308;22;3548,23
743;8664;121;2402,78
744;1598;200;3226,86
745;1474;223;1697,43
746;1493;156;3761,6
747;4739;175;5516,86
748;4941;140;3138,69
749;7684;147;2014,67
750;596;180;4117,57
751;1497;70;2001,69
752;6430;172;3792,43
753;9434;22;5028,59
754;2853;129;3911,63
755;3334;68;4236,85
756;2520;105;4512,69
757;5927;92;4867,16
758;1588;187;4514,17
759;9388;124;4718,75
760;632;48;3128,26
761;7448;11;5339,92
762;3077;98;4823,25
763;6834;215;4101,54
764;3569;61;1936,77
765;1938;66;2982,06
766;570;42;2753,06
767;4725;16;3145,42
768;2723;215;3420,77
769;3190;216;3044,4
770;8135;187;2866,72
771;2624;28;1857,29
772;2990;13;3149,61
773;7895;208;5582,64
774;1451;176;5007,4
775;3543;115;2443,37
776;6365;172;1656
777;7282;229;2747,57
778;6846;11;5143,22
779;241;211;2649,97
780;4218;122;1847,48
781;9471;129;2905,69
782;8861;113;4475,08
783;392;23;3912,32
784;8965;86;1896,93
785;2549;189;2327,22
786;1520;69;3880,77
787;789;129;5203,46
788;941;133;4175,03
789;1809;222;2707,73
790;3468;43;3058,29
791;8884;83;5551,41
792;5154;52;3508,51
793;6567;146;4143,33
794;4900;223;1366,65
795;9061;163;4276,45
796;5205;208;4526,84
797;4200;84;5339,18
798;4813;155;4071,88
799;4830;107;2716,34
800;2842;45;3774,77
801;5608;232;2319,36
802;385;94;4780,57
803;7596;20;5465,44
804;5494;195;1863,68
805;8947;87;2317,39
806;1796;52;1203,29
807;7183;157;2156,14
808;8074;22;2817,45
809;7151;113;2713,8
810;3747;6;1491,02
811;9950;173;5220,14
812;415;129;1570,12
813;2755;9;5437,42
814;5326;52;1086,8
815;2616;90;3990,94
816;2771;67;5808,02
817;706;145;1476,19
818;5253;39;5387,22
819;4268;44;2797,79
820;4249;55;2805,36
821;7662;51;3571,1
822;3659;91;3733,7
823;4020;132;5243,13
824;2547;231;2992,73
825;4961;31;3061,72
826;3760;54;1948,53
827;2240;230;4309,86
828;8360;206;2900,48
829;576;163;5480,53
830;6582;158;5298,81
831;6380;92;4230,59
832;1980;125;3990,44
833;1416;18;1891,06
834;3302;56;3027,01
835;3935;36;3915,86
836;622;4;4702,85
837;9073;193;2540,04
838;5892;110;5890,57
839;9145;171;4873,55
840;6226;160;2874,29
841;1450;218;1999,23
842;6724;132;5862,41
843;6957;200;3933,74
844;8363;90;1690,62
845;9313;43;3562
846;8309;164;5996,48
847;7718;66;3626,52
848;1551;198;4970,77
849;133;201;1902,63
850;6099;15;5059,29
851;1505;47;3012,45
852;476;61;4485,26
853;2095;13;1587,92
854;2272;201;4362,02
855;2770;159;3211,97
856;3834;153;5404,81
857;8845;152;2263,14
858;3538;105;5193,68
859;3436;186;2395,87
860;6864;120;1076,31
861;5574;44;4572,28
862;5080;48;1769,33
863;234;168;5178,33
864;344;148;3843,3
865;7048;176;4673,53
866;9862;157;3608,92
867;224;82;1904,45
868;5885;69;5030,21
869;2351;28;1744,59
870;1424;190;1163,66
871;2858;20;5060,28
872;5529;223;1179,15
873;98;100;3412,82
874;4455;192;1179,44
875;9366;207;3391,02
876;5553;218;3821,02
877;2548;104;4238,45
878;9654;139;2640,61
879;964;168;1173,64
880;4095;102;1519,96
881;2001;150;1748,14
882;5750;157;3221,98
883;2439;123;2107,19
884;9065;11;1868,7
885;9004;194;2992,36
886;831;97;4499,81
887;8838;21;3829,97
888;8225;15;3296,79
889;1668;53;1165,35
890;3457;78;5154,98
891;5924;76;4049,2
892;676;125;2302,61
893;871;124;2452,22
894;7693;10;3538,26
895;693;135;4153,18
896;7351;32;2834,74
897;3774;137;3031,7
898;2089;134;3917,8
899;9421;218;2034,64
900;6063;91;4034
901;5364;63;5519,48
902;6468;214;3869,74
903;1719;229;3466,6
904;1861;75;4328,81
905;3241;50;3734,41
906;1436;190;3234,3
907;5419;10;4046,23
908;6393;199;1738,63
909;2787;20;4009,58
910;1284;130;4447,17
911;3350;142;2544,01
912;495;185;4936,42
913;2170;180;5397,71
914;9410;200;4096,14
915;932;94;1278,65
916;7343;44;4459,15
917;5011;162;1947,05
918;3185;228;3985,11
919;21;121;4750,51
920;7694;89;4005,6
921;8870;70;3076,95
922;4668;170;4829,83
923;2480;224;4937,85
924;1924;122;3926,54
925;9011;170;5852,27
926;1884;94;3015,21
927;9641;82;2026,76
928;65;212;2069,3
929;8639;225;4604,17
930;2381;96;4100,11
931;2110;76;2339,35
932;3373;59;5874,3
933;2436;22;4387,25
934;237;211;1323,69
935;5091;182;3686,27
936;5850;230;2091,5
937;4875;176;1006,5
938;6078;227;1918,37
939;6516;178;5027,45
940;6269;24;2995,86
941;6465;19;3795,87
942;6988;217;1859,44
943;609;120;3240,72
944;3732;162;5944,24
945;6316;83;2582,58
946;4904;64;2185,47
947;945;84;4284,89
948;5270;157;4928,01
949;3711;43;4449,12
950;8427;143;5235,6
951;8748;105;1022,02
952;5604;86;2572,45
953;4010;218;1104,79
954;5055;187;4937,27
955;6371;128;5489,23
956;7890;37;5047,55
957;9908;124;3216,18
958;7044;100;3315,45
959;2694;196;3473,95
960;1535;36;5579,9
961;1345;113;5827,09
962;3971;131;5557,3
963;7419;34;3013,87
964;3493;210;2981,37
965;2256;136;2798,29
966;6306;139;3808,31
967;7926;130;4673,48
968;248;107;2199,58
969;8838;134;4226,76
970;6584;212;1583,73
971;6187;38;3725,2
972;987;40;4744,7
973;5898;24;1881,54
974;5124;115;1471,81
975;7766;75;5263,07
976;5164;162;5840,7
977;1724;198;3898,45
978;3866;200;4161,05
979;1647;4;4231,42
980;6199;89;4646,86
981;2997;185;5040,7
982;7960;176;5092,04
983;9728;30;4874,14
984;6593;168;2623,85
985;8006;44;1076,77
986;3141;75;4489,26
987;2572;140;5431,68
988;6036;49;1447,33
989;8835;138;3576,33
990;3543;125;5044,49
991;4312;52;3756,46
992;175;54;4411,09
993;3372;78;1783,4
994;1970;61;5302,01
995;5528;69;5748,77
996;3368;171;2891,7
997;8080;41;2660,41
998;6399;50;4607,11
999;7286;228;5660,36
1000;5891;201;5453,98
1001;8775;176;4215,41
1002;4567;147;1452,51
1003;3198;117;3106,18
1004;8517;9;1006,82
1005;3932;176;2615,46
1006;5896;229;1153,75
1007;1396;26;5394,31
1008;2342;85;3066,53
1009;264;35;3062,94
1010;6967;72;5512,78
1011;2983;20;5758,1
1012;416;145;5885,62
1013;3694;194;1192,04
1014;9368;83;5896,98
1015;392;115;3373,74
1016;7242;54;5103,18
1017;7779;141;5308,23
1018;4389;215;3674,96
1019;5841;145;2929,29
1020;4236;101;5158,93
1021;2806;142;3694,78
1022;2799;34;3498,15
1023;4566;23;2786,94
1024;5789;213;3256,93
1025;3047;181;4921,34
1026;6781;122;4588,44
1027;7771;179;3145,05
1028;4644;201;2024,84
1029;4415;184;1878,16
1030;5690;97;4667,87
1031;3707;20;3106,59
1032;746;15;4902,91
1033;7605;19;4553,22
1034;3276;113;1467,21
1035;8715;219;4689,55
1036;2117;29;1810,97
1037;9611;194;1264,78
1038;6098;24;4034,6
1039;1318;227;1555,05
1040;6378;51;1340,7
1041;7373;155;4437,97
1042;5968;11;2809,97
1043;1289;136;4030,21
1044;2213;32;5934,46
1045;3578;93;2166,51
1046;861;144;1768,9
1047;6400;217;5200,25
1048;7167;3;3185,78
1049;6586;215;5064,05
1050;6659;172;2771,52
1051;5854;190;2185,93
1052;1539;96;3142,03
1053;7379;179;3786,28
1054;6758;51;5125,94
1055;5885;222;4514,65
1056;1911;25;3173,92
1057;5365;118;3056,03
1058;6818;18;2432,01
1059;3542;85;5550,86
1060;5757;154;2340,26
1061;5960;53;1072,49
1062;3328;82;1673,6
1063;5572;16;3826,69
1064;2242;215;1141,21
1065;2936;95;4844,5
1066;993;177;4108,36
1067;7878;105;4982,5
1068;8015;201;2202,74
1069;8962;142;2729,45
1070;5943;97;2346,9
1071;3122;203;1442,27
1072;4669;9;1512,32
1073;2583;110;2059,52
1074;3276;105;1355,38
1075;8709;109;4729,58
1076;1647;38;2068,06
1077;7745;56;5016,77
1078;2985;147;5855,85
1079;1522;17;4355,23
1080;7132;55;1107,99
1081;6898;133;2123,03
1082;6304;165;5779,71
1083;735;18;4932,86
1084;3960;6;2056,02
1085;5287;43;3890,41
1086;1249;123;1126,59
1087;5798;15;2687,98
1088;906;34;4556,87
1089;782;31;4009,37
1090;4855;58;2468,78
1091;9610;24;5426,09
1092;9440;163;2583,42
1093;3270;203;1344,19
1094;3610;226;4715,54
1095;2022;152;4810,13
1096;2562;36;1725,13
1097;5942;202;2419,25
1098;3161;64;3275,18
1099;9826;86;4039,98
1100;3791;196;5180,31
1101;467;45;1113,23
1102;8244;50;1002,75
1103;6760;79;3423,61
1104;4236;93;3369,57
1105;7140;232;2787,3
1106;5396;141;1206,97
1107;4203;20;4263,02
1108;4894;150;2487,42
1109;9255;225;1952,86
1110;9701;83;3460,81
1111;950;20;5398,23
1112;4955;124;1408,49
1113;2770;33;2625,17
1114;2241;83;5176,92
1115;6484;25;1706,76
1116;124;168;1716,29
1117;9929;93;2349,33
1118;3572;27;2757,36
1119;9227;159;4975,17
1120;4102;19;5217,11
1121;7178;72;4628,18
1122;8136;113;2729,81
1123;4732;205;2930,14
1124;3540;1;1974,18
1125;3802;172;1855,2
1126;5027;74;2777,05
1127;8593;153;2926,02
1128;530;119;5686,08
1129;968;175;1376,62
1130;2411;231;4681,2
1131;5301;169;3468,79
1132;6209;113;1639,93
1133;3277;191;5753,81
1134;4150;230;4011,56
1135;5382;120;4758,17
1136;2765;131;5776,6
1137;6087;109;1695,85
1138;3369;126;2989,7
1139;3104;185;1738,93
1140;7357;164;5300,27
1141;6982;182;4529,53
1142;8759;187;5991,62
1143;6884;120;5823,67
1144;9857;15;3558,4
1145;8693;181;5125,66
1146;9155;56;4300,57
1147;6368;16;4899,63
1148;1468;129;3435,49
1149;9706;146;1010,94
1150;7509;227;2309,64
1151;2061;24;4177,59
1152;9925;84;2895,98
1153;7583;200;3442,04
1154;6375;120;3446,59
1155;5595;87;2454,79
1156;1892;128;5525,87
1157;9226;146;5323,14
1158;209;26;5973,1
1159;5998;212;3461,27
1160;6404;64;5851,88
1161;5205;39;2928,79
1162;4560;106;5890,2
1163;4258;207;3790,14
1164;719;129;5709,26
1165;9911;124;2086,24
1166;9407;148;3065,18
1167;1015;91;3696,14
1168;1778;30;5479,59
1169;4113;186;3626,15
1170;5003;93;4524,67
1171;3732;154;5251,6
